D03B,D03B1
UBUCURUZI BWINZOGA YIBITOKI,4711
UBUSUDERI,2591
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI NGANDURARUGO,150
UBUCURUZI BW' AMATUNGO MAGUFI,4789
UBUHINZI BW UMUCELI,112
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
GUHANGA UMUHANDA,4210
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBWUBATSI BW'IMIHANDA,4210
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGANZE,150
UBUHINZI BUVANGAVANZE,150
UBUBAJI,1610
UBUHINZI BUVANGAVANZE,150
UBWOROZI BW'INKA,141
GUHANGA UMUHANDA,4210
IMIRIMO YA GISIRIKARE,8422
UBUCURUZI BUDANDAZA,4799
UBUHINZI BUVANGAVANZE,150
UBWIKOREZI BWABANTU,4921
UBWUBATSI BWIMIHANDA,4210
IMIRIMO YA GISIRIKARE,8422
GUTUNYANYA ICYAYI,163
GUKORA IMIHANDA,4210
GUKORA IMIHANDA,4210
GUKORA IMIHANDA,4210
"IMIRIMO Y,'INGABO",8422
UBHINZI BUVANZE,150
GUHANAGURA INKWETO,9609
UBUREZI BW AMASHURI ABANZA,8510
UBUHINZI BUVANGAVANZE,150
URUGANDA RUKORA IKIGAGE,1101
URUGANDA RUKORWA IKIGAGE,1101
UBUHINZI BWOROZI,9700
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUCURUZI,4751
UBUHINZI BUVANZE,150
UBUHINZI BUVANZE,150
UBUCURUZI BUDANDAZA INYANYA,4781
GUKORA ISUKU MURI UR,8219
UBUHINZI BUVANGAVANZE,150
GUHANGA UMUHANDA,4210
UBUHINZI BUVANGAVANZE,150
UBWUBATSI,4100
UBUBAJI,9000
UBUCURUZI BWIKIGAGE,4711
UBUHINZI BWUMUCELI,112
UBUCURI BWIBIGOLI,4781
UBUCURUZI,4799
GUTWARA IBINYABIZIGA,4922
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
GUCURUZS UBUCONSHO,4781
GUCURUZA  IBIKAPO,4771
UBUHINZI BUVANZE,150
KWUBAKA AMAZU,4100
UBURINZI BW IBINTU,8010
UBUHINZI BUVANGANGAVANZE,150
GUSUNIKA IMITWARO,4923
UBUHINZI BUVANGAVANZE,150
UBUHINZI BWUMUCELI,112
UBWUBATSI,4100
UBUHINZI BUVANGAVANZE,150
IMIRIMO YO KURINDA UMUTEKANO,8010
UBUHINZI BUVANGAVANZE,150
IVUGABUTUMWA,9491
UBUHINZI BUVANGAVANZE,150
UBUHINZI BW'IBIHINGWA BIVANGAVANZE,150
UBUHINZI BW'IBIHINGWA BIVANGAVANZE,150
UBUCURUZI BW'INZOGA,4722
UBUHINZI BW'IBIGORI,111
"UBUCURUZI BW""UBUCONSHO",4711
UBUHINZI BW UMUCELI,112
UBUDANDAZI BW INKWETO,4771
UBWUBATSI BW AMAZU,4100
UBWUBATSI BW INZU,4100
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBWUBATSI BW AMAZU,4100
KUZUNGUZA ENVELOPPES,4789
IVUGABUTUMWA,9491
UBUDOZI,1410
UBWUBATSI BWUMUHANDA,4210
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
GUSYA IBINYAMPEKE,1061
GUKORA MOTERI ZIBINYABIZIGA,4520
UBUHINZI BUVANGAVANZE,150
UBUREZI,8510
UBUCURUZI BW'IBIRIBWA,4781
UBUTUMWA BWA GISIRIKARI,8422
UBUHINZI BUVANGANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
GUHANGA UMUHANDA MURI VUP,4210
UBUREZI MU MASHURI ABANZA,8510
IMIRIMO YO MURUGO,9700
IMIRIMO YO GUKORA ISUKO,8121
GUTANGA SERVICE Z'UBWITEGANYIRIZE,6512
IMIRIMO YO MURUGO,9700
KUVURA ABANTU,8610
IMIRIMO YO MURUGO,9700
HOTEL BARHTHOS,5510
IMIRIMO YO MURUGO,9700
UBUVUZI BWABANTU,8620
PHARMACIE LE BON SAMARITAIN LTD,4772
IMIRIMO YO MU RUGO,9700
INZEGO Z'IBANZE,8211
KWEREKANA IMIPIRA,4764
KWEREKANA IMIPIRA,4764
UBUREZI MU MASHURI ABANZA N AYISUMBUYE,8510
UBUVUZI,8610
BAKORA MUBIJYANYE NIBYITUMANAHO MURI TIGO,6120
IMIRIMO YO MURUGO,9700
GUCURUZA AMAFARANGA,6419
UBUCURUZI BWA ESSENCE NA MAZUTU,4730
GUCUNGA UMUTEKANO,8010
IMIRIMO YO MURUGO,9700
UBWUBATSI,4100
UBUREZI,8510
UBUCURUZI,4789
IMIRIMO YOMURUGO,9700
GUCUNGA UMUTEKANO,8010
KUGURISHA AMAZI,4799
GUTWARA ABAGENZI,4921
GUCURUZA UMUSURURU,4722
GUTWARA MOTO,4921
UBUHINZI BUVANGAVANZE,150
UBUCURUZI BUDANDAZA BUTIKI,4711
KURINDA UBUSUGIRE BW IGIHUGU,8423
UBUCURUZI BURANGUZA IBIRIBWA,4630
UBWOROZI BW INGURUBE,145
UBUHINZI BUVANGAVANZE,150
GUTWARA ABANTU KURI MOTO,4921
UBWOROZI BW INKA,141
UBUHUNZXI BUVANGAVANZE,150
UBWUBATSI BWAMAZU,4100
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
GUTWARA ABANTU,4921
UBUBAJI BW'AMASHUSHO,9000
IMIRIMO YO MU RUGO,9700
UBUVUZI BW'ABANTU,8690
BABAZA AMASHUSHO,9000
GUKINA UMUPIRA,9000
UBUREZI MU MASHURI Y'INSHUKE,8510
UBUDIZI BW IMYENDA,1410
GUTWARA ABANTU N IBINTU KU MAGARE,4922
UBUHINZI BW UMUCELI,112
UBUHINZI BW UMUCELI,112
UBUVUZI BW ABANTU,8690
UBUDANDAZI BW IBIRIBWA,4781
UBUHINZI BUVANGAVANZE,150
UBWUBATSI,4100
UBUCURUZI BWA ESSANCE,4540
GUTWARA ABANTU KURI MOTO,4921
UBWIKOREZI BWABANTU NIBINTU,4921
UBUHINZI BUVANGAVANZE,150
UBUCURUZI BWINYANYA,4781
UBUCURUZI BUDANDAZA,4789
UBUHINZI BUVANZE,150
GUCUMBIKIRA ABANTU,5510
BATONORA UMUCERI,1079
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUREZI MU MASHURI ABANZA,8510
GUTWARA IMIZIGO,4923
IMIRIMO Y AMAHOTELI,5510
GUTUNGANYA IMISATSI,9602
IMIRIMO YA HOTEL,5510
UBUHINZI BW'IBIRAYI IBIGORI N'INGANO,150
UBUHINZI BW'IBIRAYI IBIGORI N'INGANO,150
UBUREZI MU MASHULI Y'ISUMBUYE,8521
IMIRIMO YO MURUGO,9700
UBUHINZI BW'IBIRAYI NINGANO,150
UBUCURUZI BUDANDAZA UBUCOGOCOGO,4799
UBUHINZI BW'ICYAYI,127
UBUDANDAZI BW'AMASAKA MU RUGO,4799
UBUHINZI BWINGANO,111
UBUHINZI BWINGANO,111
UBUHINZI UBWOROZI BIVANZE,150
UBUHINZI UBWOROZI BIVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
GUKORA IBINYOBWA BISEMBUYE,1101
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
GUKORA IBINYOBWA BISEMBUYE,1101
GUKORA IBINYOBWA BISEMBUYE,1101
UBUHINZI BW'INGANO,111
UBUHINZI BW'INGANO,111
"UBUHINZI BW,IBIHINGWA BIVANGAVANZE",150
"UBUHINZI BW,IBIHINGWA BIVANGAVANZE",150
UBUDANDAZI BW'IKIGAGE,4722
"UBUHINZI BW,IBIHINGWA BITANDUKANYE",150
"UBUHINZI BW,IBIHINGWA BIVANGAVANZE",150
UBUCURUZI BWIGANJEMO UMUCERI,4711
UBUHINZI BWIBISHYIMBO,111
UBUHINZI NUBWOROZI,150
UBUHINZI NUBWOROZI BWINKA,150
UBUCUKUZI BWA KORUTA,810
UBUHINZI BW'IBINTU BIVANZE,150
AMASHURI ABANZA,8510
GUTWARA ABANTU,4921
UBUHINZI BW'IBIJUMBA,113
UBUHINZI BW' AMASHYAMBA,210
SERVICES ZA BAR,5610
UBUHINZI BW'IBIJUMBA,113
IBUHINZI BUVANGAVANZE,150
UBUCUKUZI BWA MABUYE YAGACIRO(KORUTA),810
UBUCURUZI BURANGUZA,4630
UBUCURUZI BURANGUZA,4630
UBUCURUZI BWAMATA,9700
IMIRIMO YO MURUGO,9700
UBUCUKUZI BWAMABUYE YAGACIRO,810
UBUHINZI BUVANGAVANZE,150
"UBUHINZI BW,IBIHINGWA BIVANGAVANZE",150
UBWIKOREZI BWIBINTU KU BUTAKA,4922
UBUHINZI BWIBIRAYI,113
UBUHINZI BWIBISHYIMBO,111
KWENGA INZOGA (IKIGAGE),1101
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BWIBISHEKE,114
URUGANDA RW'ICYAYI,1079
UBUHINZI BW'IBIRAYI,113
UBUHINZI  BW'ICYAYI,127
UBUHINZI BW'IBIRAYI,113
URUGANDA RW'ICYAYI,1079
UBUHINZI BW'IBISHYIMBO N'IBIRAYI,113
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'IBIHINGWA BITANDUKANYE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BW'ICYAYI,127
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBWOROZI BW'INKA,141
UBUDANDAZI BW'IBIRIBWA MW'ISOKO,4781
"UBUHINZI BW,IBIHINGWA BIVANGAVANZE",150
UBUHINZI BW'IKAWA,127
UBUHINZI BW'IKAWA,127
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BWIBIJUMBA,113
UBUHINZI BWIMYUMBATI,113
UBUHINZI BWA KAWA,127
UBUDANDAZI BWINTORYI MU ISOKO,4781
UBUDANDAZI BWIMYEYO MU ISOKO,4789
UBUHINZI BWA KAWA,127
UBUHINZI BWA KAWA,127
UBUHINZI BWA KAWA,127
UBWOROZI BWINGURUBE,145
UBUHINZI BUVANGAVANZE,150
UBUDANDAZI BW'IBINTU BITANDUKANYE MURI BOUTIQUE,4719
UBUCURUZI BUDANDAZA MURI BOUTIQUE,4719
UBUHINZI BW'IBIJUMBA N'IMYUMBATI,113
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BWIBISHYIMBO,111
UBUCURUZI BWINYAMA ZINGURUBE,4630
UBUHINZI BWIBISHYIMBO,111
IMIRIMO YO MU RUGO,9700
UBUYOBOZI BWIBANZE,8411
UBUHINZI BW'IBIJUMBA N'IMYUMBATI,113
UBUHINZI BW'IBIGORI,111
GUKWIRAKWIZA AMASHANYARAZI,3510
UBUHINZI BW'IBIHINGWA BIVANGAVANZE,150
UBUHINZI BW'IBIJUMBA,113
UBUHINZI BW'IBISHYIMBO,113
UBUCURUZI BUDANDAZA IBIRIBWA,4781
UBUHINZI BW'ICYAYI,127
UBWOROZI,141
UBUHINZI BW'ICYAYI N'INGANO,127
UBUHINZI BW'ICYAYI N'INGANO,127
UBUHINZI BW'ICYAYI,127
UBUDOZI BWINKWETO,9523
UBUHINZI BWIBIRAYI,113
UBUHINZI BWINGANO,111
UBUTWITSI BWAMAKARA,220
UBUHINZI BWINGANO,111
GUTWIKA AMAKARA,220
UBUHINZI BUVANGAVANZE,150
GUCURUZA INKWI,4799
KUGABURIRA ABANTU MURI RESTAURANT,5610
IMIRIMO YO MURUGO,9700
UBUHINZI BW'IMBUTO,122
UBUHINZI BUVANGAVANZE,150
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'ICYAYI,127
UBUHINZIBW'ICYAYI,127
URUGANDA RW'ICYAYI,1079
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'ICYAYI,127
UBUHINZI BUVANGAVANZE,150
UBWUBATSI BUHANITSE BW'IMIHANDA,4210
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BWIBIGOLI,111
UBUHINZI BWIBIJUMBA,113
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBWUBATSI BWAMAZU,4100
URUGANDA RWA KAWA,1079
UBUHINZI BWA KAWA,127
UBUHINZI BWA KAWA,127
UBUHINZI BWA KAWA,127
UBUHINZI BWA KAWA,127
UBUHINZI BW'IBISHYIMBO N'AMASAKA,111
UBWUBATSI BW'IMIHANDA,4210
"UBUCURUZI BW,AMANDAZI N,ICYAYI",4711
GUHINGA IKAWA,127
"UBUHINZI BW,IKAWA",127
UBUREZI MU MASHURI ABANZA,8510
UBUREZI MU MASHURI ABANZA,8510
UBUHINZI BW'AMASAKA,111
UBUHINZI BW'AMASAKA,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBIHINGWA BITANDUKANYE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BWINANASI,122
UBUHINZI BWINANASI,122
UBUHINZI BWIMYUMBATI,113
UBUHINZI BWURUTOKI,122
UBUHINZI BWINANASI,122
KWENGA INZOGA,1101
"UBUHINZI BW,IBIHINGWA BIVANGAVANZE",150
UBUHINZI BW'IBIJUMBA,113
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IBIHINGWA BIVANZE,150
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BWIMYUMBATI,113
UBUHINZI BWIMYUMBATI,113
UBUHINZI BWISHYAMBA,210
UBUCURUZI BWIBIRAYI BIHIYE,4799
UBUHINZI BWIMYUMBATI,113
UBUHINZI BWIBISHYIMBO,111
UBUHINZI BUVANGAVANZE,150
KWENGA IKIGAGE,1101
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'IBIHINGWA BIVANGAVANZE,150
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'IBIHINGWA BIVANGAVANZE,150
UBUHINZI BW'IKAWA,127
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBWIKOREZI BW'ABANTU N'IBINTU KUBUTAKA,4921
UBUHINZI BUVANGAVANZE,150
UBUHINZI BW'IBIRAYI,113
URUGANDA RW'ICYAYI,1079
UBUHINZI BW'IBIRAYI,113
UBUHINZI BW'IBIRAYI,113
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUCURUZI BW'AMATUNGO MAGUFI,4620
UBUHINZI BW'ICYAYI,127
UBUHINZI BWAMATUNDA,123
UBUHINZI BWICYAYI,127
UBUHINZI BWIBIJUMBA,113
UBUHINZI BWIMBUTO,124
UBUHINZI BWIBIRAYI,113
UBUHINZI WAMATUNDA,123
UBUHINZI BWICYAYI,127
UBUHINZI BWICYAYI,127
UBUHINZI BWICYAYI,127
GUCURUZA IBIRIBWA,4781
UBUREZI BW'AMASHURI YISUMBUYE,8521
GUKORA MU RUGO,9700
UBUVUZI BW'ABANTU,8620
"UBUCURUZI BW,AKABARI",5630
SERVICE ZA BANK,6419
"UBUVUZI BW,ABANTU",8610
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'ICYAYI,127
UBUHINZI BW'ICYAYI,127
UBUHINZI BUVANGAVANZE,150
UBUCURUZI BW'IBYUMA BY'AMAGARE,4789
UBUCURUZI BW'INZOGA MU KABARI,5630
UBUDANDAZI BWIBIGOLI KU MUHANDA,4799
UBUHNZI BWA CAROTTE,113
UBUDANDAZI WITABI,4799
INZEGO Z'UBUTEGETSI ZA LETA,8411
SERIVISI ZA RESTAURANT,5610
UBWUBATSI BWAMAZU ASANZWE,4100
UBUCURUZI  BURANGUZA,4630
UBUHINZI BW'IBISHYIMBO N'INGANO,111
UBUDANDAZI BW'IBIRIBWA MU MIHANDA,4799
KUDODA IMYENDA,1410
UBUCURUZI,4630
GUKWIRAKWIZA AMAZI,3600
"UBUVUZI BW,ABANTU",8620
UBUREZI,8521
"UBUCURUZI BW,IKIGAGE",4711
"GUCURUZA INYAMA Z,INGURUBE",1010
IMIRIMO YO MU RUGO,9700
UBUCURUZI BWA AVOCA,4799
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BUVANGAVANZE,150
UBUHINZI BWIBIRAYI,113
UBUHINZI BWINGANO,111
UBUHINZI BWIBIJUMBA,113
UBUHINZI BWIBIJUMBA,113
UMUHINZI WIBIJUMBA,113
KUBYAZA UMUSARURO AMASHYAMBA,220
UBUCURUZI BW'IBINYOBWA BIDASEMBUYE,4799
UBWUBATSI BWAMAZU ATANDUKANYA,4100
UBUVUZI BWABANTU,8610
UBUREZI RUSANGE,8521
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUCURUZI BW'IBINYOBWA,4722
UBUCURUZI BW'IBIRIBWA,4799
UBUHINZI,111
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'AMASAKA,111
UBWUBATSI BW'IMIHANDA,4210
UBUHINZI BW'AMASAKA,111
IMIRIMO YO MU RUGO,9700
UBUCURUZI BWA BOUTIQUE,4711
UBUCURUZI BWA BOUTIQUE,4711
UBUHINZI,111
UBUDANDAZI BW'IBIRIBWA BITANDUKANYE,4711
UBUCURUZI BWA BUTIKE,4711
UBUBOSHYI BW'UDUSEKE,3290
IVUGABUTUMWA,9900
UBUCURUZI WA BOUTIQUE,4711
UBUCURUZI BW'IBIHANGANO,4789
KUBOHA UDUSEKE,3211
IMIRIMO Y'URUGO,9700
UBWUBATSI BW'IMIHANDA,4210
GUTUNGANYA IFU,1061
UBUHINZI BW'IBISHYIMBO,111
UBWUBATSI BW'IMIHANDA,4210
UBUBOSHYI BW'UDUSEKE,3290
UBUBUMBYI BW'AMATAFARI AHIYE,2392
UBUBUMBYI BW'AMATAFARI AHIYE,2392
UBUBUMBYI BW'AMATAFARI AHIYE,2392
"UBUBOSHYI BW,'UDUSEKE",3290
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBIJUMBA,113
UBUBOSHYI BW'UDUSEKE,3290
GUSANA INKWETO,9523
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI,111
UBUBOSHYI BW'UDUSEKE,3290
UBUDOZI BW'IMYENDA,1410
UBUDOZI BW'IMYENDA,1410
IMIRIMO YO MU RUGO,9700
UBUHINZI BW'AMASHYAMBA,210
UBUBUMBYI BW'AMATAFARI,2392
UBUCURUZI BW'IMYAKA,4630
UBUHINZI BW'UMUCELI,112
UBUHINZI BW'UMUCERI,112
"UBUHINZI BW',UMUCERI",112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUCURUZI BWA BOUTIQUE,4711
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'UMUCERI,112
"UBUHINZI BW,'UMUCERI",112
UBUHINZI BW'UMUCRI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCELI,112
UBUHINZI BW'UMUCELI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCELI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'UMUCERI,112
UBWOROZI BW'INKA,141
UBUHINZI BW'BISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
"UBUHINZI BW,'IBISHYIMBO",111
UBWIKOREZI BWO MU MAZI,5021
UBUCURUZI BUDANDAZA,4781
UBUCURUZI BWA BOUTIQUE,4711
UBUCURUZI BWA BOUTIQUE,4711
UBUHINZI,111
UBUHINZI BW'IBIGORI,111
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUHINZI BW'UMUCERI,112
UBUCURUZI BUDANDAZA IBIRIBWA,4781
UBWUBATSI,4100
UBUCURUZI BWA BOUTIQUE,4711
UBUHINZI,111
UBUHINZI,111
UBWUBATSI BW'IMIHANDA,4210
UBWUBATSI BW'IMIHANDA,4210
UBUCUKUZI BW'UMUSENYI,810
UBWUBATSI BW'IMIHANDA,4210
UBWUBATSI BW'IMIHANDA,4210
UBWUBATSI BW'IMIHANDA,4210
UBWUBATSI BW'IMIHANDA,4210
UBUHINZI,111
UBWUBATSI BW'AMAZU ASANZWE,4100
SERVISI ZA BANKI,6419
IMIRIMO Y'URUGO,9700
GUSUKA IMISATSI,9602
UBUREZI MU MASHURI YISUMBUYE,8521
UBUHINZI BW'IMBUTO,122
UBUHINZI,111
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IMYUMBATI,113
UBUHINZI,111
KUDODA INKWETO,9609
UBUREZI MU MASHURI ABANZA,8510
UBUHINZI,150
UBUHINZI,150
UBWUBATSI BW'IMIHANDA,4210
UBUCUKUZI BW'AMABUYE Y'AGACIRO,899
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'IBISHYIMBO,111
UBUCUKUZI BW'AMABUYE Y'AGACIRO,899
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI,113
UBUHINZI,113
UBWUBATSI BW'IMIHANDA,4210
UBUHINZI,111
UBUHINZI,111
UBUHINZI BW'IMYUMBATI,113
UBUHINZI,113
UBUHINZI,113
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IMYUMBATI,113
UBUHINZI BW'INYANYA,111
UBUHINZI BW'IBISHYIMBO,111
GUSANA AMAGARE,9529
UBUHINZI,111
UBWIKOREZI KU BUTAKA,4921
UBUHINZI BW'IMBUTO,122
UBUHINZI BW'IBISHYIMBO,111
IMIRIMO YO MU RUGO,9700
UBUVUZI BW'ABANTU,8620
UBUHINZI BW'IMYUMBATI,113
UBWUBATSI BW'IMIHANDA,4210
UBWUBATSI,4100
UBWIKOREZI,4922
UBUREZI,8521
UBUCURUZI BWA BUTIKE,4711
UBUCURUZI BWA BUTIKE,4711
UBUHINZI BW'IMBOGA,113
UBUCURUZI BUDANDAZA INKWETO,4771
UBWUVATSI BW'AMAZU,4100
NYAKABYIZI MU BUHINZI,113
UBUCURUZI BW'IBIRAYI,4781
UBWUBATSI BW'AMAZU ASANZWE,4100
UBUHINZI BW'UMUCERI,112
UBWUBATSI,4100
IMIRIMO YO MU RUGO,9700
GUTUNGANYA IMISATSI,9602
UBUHINZI,111
UBUHINZI,111
UBUREZI,8510
KOGOSHA MURI SALON,9602
UBUHINZI BW'IMYUMBATI,113
NYAKABYIZI MU BUHINZI,7310
UBWOROZI BW'INKA,141
UMUHINZI BW'IBISHYIMBO,111
UBUHINZI BW'IKAWA,127
ISUKU,8129
RESITORA,5610
UBUHINZI,113
UBUHINZI,111
UBUHINZI BWOROZI,150
UBUHINZI BWOROZI,150
UBUHINZI,111
UBUHINZI,111
UBUCURUZI BW'INYAMA,5629
UBUCURUZI BW'IBIRIBWA N'IBINYOBWA,5629
UBUCURUZI RESTAURENT,5610
UBUHINZI BW'IBISHYIMBO,111
UBUVUZI BWA GAKONDO,8620
UBUHINZI BUVANGAVANZE,150
UBUCURUZI BWINZOGA NO KUZENGA,1101
AHO BAKORA IMIRIMO YUBUHINZI,129
IMIRIMO YUBUREZI MUMASHURI YISUMBUYE,8522
IMIDIMO YUBUHINZI,150
UBUHINZI BW'URUTOKI,127
UBUHINZI BW'URUTOKI,127
UBUYOBOZI BWITE BWA LETA,4210
UBUCUKUZI BW'AMABUYE Y'AGACIRO,899
UBUCUKUZI BWAMABUYE YAGACIRO,899
AHO BAKORA IMIRIMO YUBUHINZI,129
UBUYOBOZI BWITE BWA LETA,8411
UBUYOBOZI BWITE BWA ETA,8411
UBUHINZI BWIBIJUMBA,150
KUDODA IMYENDA,1410
UBWUBATSIBBWAMAZU,4100
KURINDA UBUSUGIRE BWIGIHUGU,8423
GUTUNGANYA AMAZI,3600
UBUCURUZI BUDANDAZA,4781
UBUHINZI BWINANASI,122
UBUHINZI BWIMYAKA,119
UBUHINZI BWIBITOKI,129
UBUHINZI BUVANGAVANZE,150
UBUCURUZI BW'URWAGWA,4722
IMIRIMO YO GUKORA UMUHANDA /VUP,4210
UBUHINZI BUVANGAVANZE,150
UBUHINZI BW'UMUCERI,112
UMUCURUZI WENGA URWAGWA AKANARURANGUZA,1101
UBUCURUZI BWURWANGWA,4722
UBUDOZI BW'IMYENDA,1410
IMIRIMO YO MURUGO,9700
UBUHINZI BW'IMYUMBATI,113
UBUHINZI,129
AHO BATWIKA AMAKARA,230
AHO BACUKURA AMABUYE MURI QUARIYERI,899
AHO BAKORA IMIRIMOYUBUHINZI,129
AHO BACUKURA AMABUYE MURI QUARIYERI,810
AHO BAKORA IMIRIMO YUBUCURUZI,4711
AHOI BATWIKA AMAKARA,220
AHO BAKORA UBUDOZI,1410
UBUCURUZI BURANGUZA,4690
UBUCURUZI BURANGUZA AMAKARA,4690
UBUHINZI BWIBYO KURYA,150
UBUHINZI BUVANGAVANZE BWIBYO KURYA,150
UBUHINZI BWIBYO KURYA BIVANGAVANZE,150
UBUREZI MUMASHULI YINSHUKE,8510
GUCUNGA UBUSUGIRE BWIGIHUGU,8423
IMIRIMO YUBUHINZI BWIBIJUMBA NIBISHYIMBO,150
UBWUBATSI BW'IMIHANDA,4210
UBUCURUZI BUDANDAZA IBIRAYI,4721
GUCUNGA UMUTEKANO W'ABANTU N'IBINTU,8010
UBWUBATSI BW'AMAZU,4100
UBUHINZI BW'INANASI,122
UBUHINZI BW'INANASI,122
UBUHINZI BW'INANASI,122
UBUHINZI BWIMYAKA,150
UBUCURUZI BW'IMINEKE(IBITOKE),4781
SERVICES ZA RESITORA,5610
UBUCURUZI BWIBYO KURYA,5610
ISUKURA RYAMAZI NIKWIRAKWIZWA RYAYO,3600
